Base ID:,National ID:,Unlic. ID:,Unl. Nat. ID:,Nationality:,,Deprecated nat.:,,Full real name:,Proposed in-game name:,Date of birth:,Soccerway:,Name in home country or alternative:,Real name in-game:,Real name in-game (japanese):,Real name in-game (chinese):,License status:,Adaptability:,Look-alike name:,Look-alike name (japansese):,Fake name:,Fake name (japanese),Fake name (chinese):,PES 2021:,PES 2020:,PES 2019:,PES 2018:,PES 2017:,PES 2016:,PES 2015:
88,131160,262232,393304,236,Spanish,‒,‒,José 'Pepe' Bordalás Jiménez,PEPE BORDALÁS,3/5/1964,216523,,,,,FALSE,79,BALVAREZ,バルバレス,"H. ALCAIDE
H. AZPILIKUETA
O. FORNER
O. PEYRO
O. PEIRO","アリッツ アルカイデ
エルナンド アスピリクエタ
オリオール フォルネル
オイエル ペイロ",阿里茨·阿尔凯德,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
89,131161,262233,393305,203,Danish,‒,‒,Kasper Hjulmand,,4/9/1972,195658,,K. HJULMAND,"カスパ ユールマン
カスパー ヒュルマンド",卡斯珀·尤尔曼德,TRUE,74,,,,,,PES2021,,PES2019,,,,
90,131162,262234,393306,226,Norwegian,‒,‒,Ståle Solbakken,,2/27/1968,136265,,S. SOLBAKKEN,"ストーレ ソルバッケン
ソルバッケン",斯塔勒·索尔巴肯,TRUE,77,,,,,,PES2021,PES2020,PES2019,PES2018,,,PES2015
91,131163,262235,393307,241,Welsh,‒,‒,Anthony 'Tony' Richard Pulis,T. PULIS,1/16/1958,110695,,,,,FALSE,73,PLINTZ,プリンツ,"I. COPPERWHEAT
W. CESSNA
I. HALLS
B. HEYES","アイザック コパーウィート
ウォルト セスナ
イゴール ホールズ
ブレンダン ヘイズ",伊萨克·科佩韦特,PES2021,,PES2019,PES2018,PES2017,PES2016,PES2015
92,131164,262236,393308,144,Argentine,‒,‒,Mauricio Roberto Pochettino Trossero,M. POCCHETINO,3/2/1972,104084,,,,,FALSE,87,PECCHAIO,ペッカイオ,"F. CUDORENI
N. TAMUDO
S. NAGORE
H. SOUSA","フランシスコ クアドレニ
ナコル タムード
セバスティアン ナゴーレ
ヒエロニムス ソウサ",弗朗西斯科·库多莱尼,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
93,131165,262237,393309,147,Chilean,‒,‒,Manuel Luis Pellegrini Ripamonti,M. PELLEGRINI,9/16/1953,110778,,,,,FALSE,82,PURUTIREZ,プルティレス,"S. DORON
J. ROBRES
I. DIEGO","サルバ ドゥロン
ファン ルイス ロブレス
イグナシオ ディエゴ",萨尔瓦·多龙,PES2021,PES2020,PES2019,,PES2017,PES2016,PES2015
94,131166,262238,393310,228,Portuguese,‒,‒,José Mário dos Santos Mourinho Félix,JOSÉ MOURINHO,1/26/1963,110802,,,,,FALSE,,MERBERAO,メルベロン,,,,,,,,,,PES2015
95,131167,262239,393311,197,Belgian,‒,‒,Paul Put,P. PUT,5/26/1956,234101,,,,,FALSE,,PAMLIN,パムラン,,,,,,,,,,PES2015
96,131168,262240,393312,208,French,‒,‒,Michel Dussuyer,M. DUSSUYER,5/28/1959,111195,,,,,FALSE,,DISAUNE,ディゾーヌ,"J. ANQUETIL
L. BERCHOT","ジョエル アンクティル
レオ ベルショ",,,,,,PES2017,PES2016,PES2015
97,131169,262241,393313,92,Tunisian,‒,‒,Rachid Taoussi,R. TAOUSSI,2/6/1959,231389,رشيد الطاوسي,,,,FALSE,,TUTTINI,トゥッティーニ,,,,,,,,,,PES2015
98,131170,262242,393314,227,Polish,‒,‒,Henryk Wojciech Kasperczak,H. KASPERCZAK,7/10/1946,106903,,,,,FALSE,74,KUCAREK,クチャレク,"R. WHERLEY
M. TORRANCE","レイフ ウェアリー
ミッチ トランス",,,,PES2019,PES2018,PES2017,,PES2015
99,131171,262243,393315,208,French,‒,‒,Arsène Wenger,A. WENGER,10/22/1949,110681,,,,,FALSE,84,WANGUELIN,ヴァンゲラン,"C. DERLANGER
C. LAJARTE
N. GIVELET
P. DILS","クレマン デルランジェ
クリスチャン ラヤール
ナマン ギベール
ピーター ディルス",,,,PES2019,PES2018,PES2017,PES2016,PES2015
100,131172,262244,393316,236,Spanish,‒,‒,Alberto López Fernández,A. LÓPEZ,5/20/1969,17918,,,,,FALSE,,ALPAEZ,アルパエス,"G. VALERON
O. MUNT","ガストン バレロン
オレゲール ムント",,,,,,PES2017,PES2016,PES2015
101,131173,262245,393317,153,Venezuelan,‒,‒,Manuel Plasencia Mendoza,M. PLASENCIA,4/19/1943,201450,,,,,FALSE,,PALMEGIA,パルメヒア,,,,,,,,,,PES2015
102,131174,262246,393318,210,German,‒,‒,Winfried Anton Schäfer,,1/10/1950,135796,,W. SCHÄFER,ウィンフリード シェーファー,温弗里德·舍费尔,TRUE,77,SCHAVTZ,シャフツ,"R. KRINGE
T. KURTEN","ラファエル クリンゲ
トラウゴット キュルテン",,PES2021,PES2020,PES2019,,PES2017,PES2016,PES2015
103,131175,262247,393319,236,Spanish,‒,‒,Francisco Xabier Azkargorta Uriarte,X. AZKAGORTA,9/26/1953,251647,,,,,FALSE,,AZERANTIA,アセランティア,,,,,,,,,,PES2015
104,131176,262248,393320,236,Spanish,‒,‒,Rafael 'Rafa' Benítez Maudes,,4/16/1960,110679,,RAFAEL BENÍTEZ,ラファエル ベニテス,拉斐尔·贝尼特斯,TRUE,82,"BERNARD DELIND
BARTACIZ","ベルナール ドゥラン
バルタシス","P. CASTELLS
G. ARCAS
J. GARBAYO
S. AGUAYO","ペップ カステル
ガウルテリオ アルカス
ホセ マヌエル ガルバジョ
セルジ アガヨ",佩普·卡斯特尔斯,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
105,131177,262249,393321,215,Italian,‒,‒,Gian Piero Ventura,,1/14/1948,110820,,G. VENTURA,"ジャンピエロ ヴェントゥーラ
ヴェントゥーラ",詹皮耶罗·文图拉,TRUE,76,VATTINELI,ヴァッティネーリ,N. RAZZOLI,ニネット ラッツォーリ,,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
106,131178,262250,393322,215,Italian,‒,‒,Antonio Conte,,7/31/1969,105100,,A. CONTE,アントニオ コンテ,安东尼奥·孔蒂,TRUE,87,BERNARD DELIND,ベルナール ドゥラン,"G. RIPA
M. BAZZONI
E. DEL PIRLO
G. SAGRIPANTI","ジョバンバッティスタ リーパ
メルキオッレ バッツォーニ
エロス デル ピルロ
ジャンパオロ サグリパンティ",焦万巴蒂斯塔·里帕,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
107,131179,262251,393323,215,Italian,‒,‒,Francesco Guidolin,F. GUIDOLIN,10/3/1955,110815,,,,,FALSE,,,,"A. CASTELLOTTI
A. PEANA","アウレリオ キャスティロッティ
アルナルド ペアナ",,,,,,PES2017,PES2016,
108,131180,262252,393324,215,Italian,‒,‒,Davide Nicola,,3/5/1973,18616,,D. NICOLA,ダヴィデ ニコラ,达维德·尼古拉,TRUE,74,NACIULEA,ナチュレア,"R. CONSOLE
R. MURGITA","ラフ コンソーレ
ロクェ ムルジータ",拉夫·孔索莱,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
109,131181,262253,393325,215,Italian,‒,‒,Massimo Rastelli,,12/27/1968,182395,,M. RASTELLI,マッシモ ラステッリ,马西莫·拉斯特利,TRUE,73,RECCALORI,レッカロリ,"S. CALANDRO
T. PROVERA
A. PANI","シスモンド カランドロ
ティート プロヴェーラ
アンブロージョ パーニ",西斯蒙多·卡兰德罗,PES2021,PES2020,,PES2018,PES2017,PES2016,PES2015
110,131182,262254,393326,215,Italian,‒,‒,Roberto Breda,,10/21/1969,168787,,R. BREDA,ロベルト ブレーダ,罗伯托·布雷达,TRUE,68,BERGIARIA,ベルジャリア,"D. MACCHIO
C. MORINARI
G. LANGES
L. ALESSANDRI","ダンテ マッチオ
コンサルボ モリナーリ
ガエターノ ランジェス
ルチオ アレッサンドリ",丹特·马基奥,PES2021,PES2020,,PES2018,PES2017,PES2016,PES2015
111,131183,262255,393327,215,Italian,‒,‒,Attilio Tesser,,6/10/1958,168693,,A. TESSER,"アッティーリオ テゼル
アッティーリオ テッセル",阿蒂利奥·泰塞尔,TRUE,69,TICCHITA,ティッキータ,"D. ROLLERO
O. BUZZOLLA
F. CROVARI","ドミニク ロレッロ
オラツィオ ブッツォッラ
フランク クロヴァリ",多米尼克·罗莱罗,PES2021,PES2020,,PES2018,PES2017,PES2016,PES2015
112,131184,262256,393328,215,Italian,‒,‒,Giuseppe 'Bepi' Pillon,,2/8/1956,228555,,G. PILLON,ジュゼッペ ピロン,朱塞佩·皮隆,TRUE,69,PAZZONI,パッツォーニ,"C. SCANDURRA
A. BORGHESE","カミッロ スカンデュラ
アウソニオ ボルジェーゼ",,PES2021,PES2020,,PES2018,,,PES2015
113,131185,262257,393329,215,Italian,‒,‒,Marco Baroni,,9/11/1963,259074,,M. BARONI,マルコ バローニ,马尔科·巴罗尼,TRUE,74,BUICHONI,ブイコーニ,"F. PIETRI
E. GARAVANI
I. DI NAPOLI","フランク ピエトリ
エンツォ ガラヴァーニ
イシドロ ディ ナポリ",弗兰克·彼得里,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
114,131186,262258,393330,204,English,‒,‒,Mark Gordon Robins,M. ROBINS,12/22/1969,149363,,,,,FALSE,73,RAYBERS,レイバーズ,J. SKAER,ジェイソン スケア,杰森·斯卡,PES2021,,,,,,PES2015
115,131187,262259,393331,225,Northern Irish,‒,‒,Brendan Rodgers,,1/26/1973,154853,,B. RODGERS,ブレンダン ロジャーズ,,TRUE,82,RANGARD,ランガード,"G. SOTHERTON
D. ODOWD
L. NEEDELL","ギネス サザートン
ディクソン オダウド
ローレンス ニーデル",吉尼斯·索瑟顿,PES2021,PES2020,PES2019,,,PES2016,PES2015
116,131188,262260,393332,202,Czech,‒,‒,Vítězslav Lavička,,4/30/1963,159791,,"V. LAVIÈKA
V. LAVIČKA","ラヴィエカ
ラヴィチュカ",,TRUE,,,,,,,,,,,,,PES2015
119,131191,262263,393335,229,Romanian,‒,‒,Mircea Lucescu,,7/29/1945,125540,,M. LUCESCU,"ミルチェア ルチェスク
ルチェスク",米尔恰·卢切斯库,TRUE,80,,,,,,PES2021,,PES2019,PES2018,,,PES2015
120,131192,262264,393336,236,Spanish,‒,‒,José Miguel 'Míchel' González Martín del Campo,,3/23/1963,110784,,M. GONZALEZ,ミッチェル,,TRUE,,,,,,,,,,,,,PES2015
121,131193,262265,393337,225,Northern Irish,232,Scottish,Neil Francis Lennon,,6/25/1971,135536,,N. LENNON,ニール レノン,尼尔·伦农,TRUE,76,LEYNARD,レイナード,R. GIBSON,ロナルド ギブソン,,PES2021,PES2020,PES2019,,,PES2016,PES2015
122,131194,262266,393338,211,Greek,‒,‒,Georgios Charalambous Georgiadis,G. GEORGIADIS,3/8/1972,223113,Γιώργος Γεωργιάδης του Χαραλάμπους,,,,UNATTESTED,,,,,,,,,,,,,
123,131195,262267,393339,215,Italian,‒,‒,Roberto Mancini,,11/27/1964,110800,,R. MANCINI,ロベルト マンチーニ,罗伯托·曼奇尼,TRUE,82,,,"V. HALLER
O. DURAN","ヴィルジリオ ハラー
オヴィディオ デュラン",,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
124,131196,262268,393340,204,English,‒,‒,Roy Hodgson,,8/9/1947,110691,,R. HODGSON,ロイ ホジソン,,TRUE,81,HADERTON,ハダートン,"L. BOUCHER
A. GARNER
I. LAYARD
B. FINNISSY","ランス バウチャー
アレン ガーナー
アイヴォア レイヤード
バート フィニシー",朗斯·鲍彻,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
125,131197,262269,393341,211,Greek,210,German,Giorgios 'George' Donis,,10/22/1969,152542,Γιώργος Δώνης,G. DONIS,"ギオルゴス ドニス
ドニス",乔治斯·多尼斯,TRUE,74,,,,,,PES2021,PES2020,PES2019,,,PES2016,PES2015
127,131199,262271,393343,191,Albanian,200,Croatian,Besnik Hasi,,12/29/1971,13498,,B. HASI,"ベスニク ハシ
ハシ",,TRUE,,,,,,,,,,PES2018,,,PES2015
128,131200,262272,393344,198,Bosnian or Herzegovinian,‒,‒,Safet 'Pape' Sušić,,4/13/1955,150005,Сафет 'Папе' Сушић,S. SUŠIĆ,サフェト スシッチ,,TRUE,77,SAMUNIC,サムニッチ,M. TABAKOVIC,ムスタファ タバコヴィッチ,,,,PES2019,,,PES2016,PES2015
129,131201,262273,393345,236,Spanish,‒,‒,Vicente del Bosque González,,12/23/1950,130179,,V. DEL BOSQUE,ビセンテ デルボスケ,,TRUE,,,,,,,,,,,,,PES2015
130,131202,262274,393346,215,Italian,‒,‒,Cesare Claudio Prandelli,,8/19/1957,110807,,C. PRANDELLI,チェーザレ プランデッリ,切萨雷·普兰代利,TRUE,78,,,S. RUBINI,セヴェリオ ルビーニ,,PES2021,PES2020,PES2019,,PES2017,,PES2015
131,131203,262275,393347,224,Dutch,‒,‒,Louis van Gaal,,8/8/1951,110742,,L. VAN GAAL,ルイス ファン ハール,,TRUE,,VONGENEERD,フォンヘネールト,"C. SMIT
C. POST","セシリウス スミット
カルス ポスト",,,,,,PES2017,PES2016,PES2015
132,131204,262276,393348,215,Italian,‒,‒,Fabio Capello,F. CAPELLO,6/18/1946,130154,,,,,FALSE,,CECCHATTI,チェッカッティ,S. BRESSAN,セルジュ ブレッサン,,,,,,,PES2016,PES2015
133,131205,262277,393349,210,German,‒,‒,Joachim Löw,,2/3/1960,33477,,J. LÖW,ヨアヒム レーヴ,尤阿希姆·勒夫,TRUE,87,,,,,,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
134,131206,262278,393350,228,Portuguese,‒,‒,Paulo Jorge Gomes Bento,,6/20/1969,154760,,P. BENTO,パウロ ベント,,TRUE,76,,,"A. GOUVEA
I. ARCA","アポロ ゴウヴェア
イナシオ アルカ",阿波罗·古韦亚,PES2021,PES2020,,,PES2017,,PES2015
135,131207,262279,393351,200,Croatian,‒,‒,Niko Kovač,,10/15/1971,282522,,N. KOVAČ,ニコ コヴァッチ,尼科·科瓦奇,TRUE,82,KAROJIC,カロイッチ,"A. STIPANIC
D. LUKIC","アルディアン スティパニッチ
ダミール ルキッチ",阿尔迪安·斯蒂帕尼奇,PES2021,PES2020,,,,PES2016,PES2015
137,131209,262281,393353,203,Danish,‒,‒,Morten Per Olsen,M. OLSEN,8/14/1949,130166,,,,,FALSE,,OZTENSEN,オズテンセン,S. NIELSEN,ステーン ニールセン,,,,,,,PES2016,PES2015
138,131210,262282,393354,202,Czech,‒,‒,Pavel Vrba,,12/6/1963,135169,,P. VRBA,パヴェル ヴルバ,帕维尔·弗尔巴,TRUE,78,VTOCZECK,ヴトチェク,"B. TLAPAK
D. MARTINEK","ベネディクト トラパーク
ダニエル マルチーネク",,PES2021,,,,PES2017,PES2016,PES2015
139,131211,262283,393355,237,Swedish,‒,‒,Erik Anders Hamrén,,6/27/1957,113128,,E. HAMRÉN,"エリク ハムレン
エーリク ハムレン",埃里克·哈姆伦,TRUE,75,HURTAREN,フルタレン,"C. LINDBERG
B. SANDSTROEM","クリステル リンドバリ
ベンヤミン サンドストレーム",,PES2021,PES2020,,,PES2017,PES2016,PES2015
140,131212,262284,393356,208,French,‒,‒,Didier Claude Deschamps,,10/15/1968,110845,,D. DESCHAMPS,ディディエ デシャン,迪迪埃·德尚,TRUE,89,,,,,,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
141,131213,262285,393357,198,Bosnian or Herzegovinian,‒,‒,Vladimir Petković,,8/15/1963,138255,Сафет 'Папе' Сушић,V. PETKOVIĆ,ヴラディミル ペトコヴィッチ,弗拉迪米尔·佩特科维奇,TRUE,82,PUDJENAC,プジェナツ,"B. ANTIC
D. KOSARAC
S. BAJEVIC
A. NURI","ボリャナ アンティッチ
ジョコ コシャラツ
サシャ バイェヴィッチ
アント ヌリ",,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
142,131214,262286,393358,210,German,‒,‒,Volker Finke,V. FINKE,3/24/1948,187779,,,,,FALSE,,FEIDEN,ファイデン,M. STEINER,メンデル シュタイナー,,,,,,,PES2016,PES2015
143,131215,262287,393359,144,Argentine,‒,‒,Carlos Arcecio 'El Bozo' Bianchi,,4/26/1949,280401,,C. BIANCHI,ビアンキ,,TRUE,,BAJIOTA,バイオータ,J. LUKE,ホエル リューク,,,,,,,PES2016,PES2015
144,131216,262288,393360,144,Argentine,‒,‒,Guillermo Barros Schelotto,,5/4/1973,249197,,"G. B. SCHELOTTO
B. SCHELOTTO","ギジェルモ バロス スケロット
スケロット",,TRUE,74,SCHAROAM,シャローム,"F. HALFTER
K. ROS","フェリプ アルフテル
ケビン ロス",,,,PES2019,PES2018,PES2017,PES2016,PES2015
147,131219,262291,393363,224,Dutch,‒,‒,Henk de Jong,H. DE JONG,8/27/1964,289841,,,,,FALSE,66,DEJINGEN,デインゲン,"S. VINK
M. WILLEMSEN","サコ フィンク
マテイス ウィレムセン",,,,PES2019,,,PES2016,PES2015
148,131220,262292,393364,224,Dutch,‒,‒,Jan de Jonge,J. DE JONGE,5/8/1963,110872,,,,,FALSE,,DEJARPA,デヤルパ,,,,,,,,,,PES2015
149,131221,262293,393365,144,Argentine,‒,‒,Walter Osvaldo Perazzo Otero,,8/2/1962,170357,,W. PERAZZO,ペラソ,,TRUE,,,,,,,,,,,,,PES2015
150,131222,262294,393366,224,Dutch,‒,‒,Ron Jans,R. JANS,9/29/1958,110874,,,,,FALSE,75,JOEST,ヨースト,"E. POSTMA
H. VERHOEVEN
N. HERMANS","エフェルト ヤン ポストマ
ヘンキー フェルフッフェン
ナウト ヘルマンス",埃弗尔特-扬·波斯特马,PES2021,PES2020,,PES2018,PES2017,PES2016,PES2015
151,131223,262295,393367,144,Argentine,‒,‒,Ricardo Daniel Caruso Lombardi,,2/10/1962,157298,,CARUSO LOMBARDI,カルゾ ロンバルディ,,TRUE,,,,,,,,,,,,,PES2015
152,131224,262296,393368,224,Dutch,‒,‒,Foeke Booy,F. BOOY,4/25/1962,276464,,,,,FALSE,,BEERAM,ベーラム,,,,,,,,,,PES2015
154,131226,262298,393370,200,Croatian,‒,‒,Nebojša Gudelj,N. GUDELJ,9/23/1969,277984,,,,,FALSE,,GHARNEJ,ガルネイ,,,,,,,,,,PES2015
155,131227,262299,393371,144,Argentine,‒,‒,Miguel Ángel Russo,,4/9/1956,20236,,"M. RUSSO
M. A. RUSSO","ミゲル ルッソ
ルッソ",米格尔·鲁索,TRUE,72,RACCINI,ラッシーニ,"J. SAVALL
J. VORO","フレン サボール
ヘスス ボロ",,PES2021,PES2020,PES2019,PES2018,,PES2016,PES2015
156,131228,262300,393372,144,Argentine,‒,‒,Edgardo Bauza,,1/28/1958,148488,,E. BAUZA,"エドガルド バウサ
バウサ",,TRUE,78,BAUERNACH,バウアナフ,"S. GERALDO
V. ADROVER","サンティアゴ ヘラルド
バルミロ アドローバー",,,,PES2019,PES2018,PES2017,PES2016,PES2015
157,131229,262301,393373,144,Argentine,‒,‒,Fabián Leonardo Alegre,,,313332,,F. ALEGRE,アレグレ,,TRUE,,,,,,,,,,,,,PES2015
158,131230,262302,393374,144,Argentine,‒,‒,José Oscar 'El Turu' Flores,,5/16/1971,326072,,J. O. FLORES,フローレス,,TRUE,,FLICHTER,フリフター,E. BACARISSE,エウヘニョ バカリッセ,,,,,,,PES2016,PES2015
159,131231,262303,393375,144,Argentine,‒,‒,Néstor Oscar Craviotto,,10/6/1963,170673,,N. CRAVIOTTO,ネストル クラビオット,内斯托尔·克拉维奥托,TRUE,66,,,A. PEDRELL,アンデル ペドレル,,PES2021,,PES2019,,,,
160,131232,262304,393376,144,Argentine,‒,‒,Facundo Sava,,3/7/1974,239941,,F. SAVA,"ファクンド サバ
サバ",,TRUE,,SESHENKO,セシェンコ,M. GARAI,ミチェル ガライ,,,,,PES2018,PES2017,PES2016,PES2015
161,131233,262305,393377,147,Chilean,‒,‒,Rodrigo Daniel Astudillo,R. ASTUDILLO,5/23/1964,326224,,,,,FALSE,,PRAMINO,プラミノ,,,,,,,,,,PES2015
162,131234,262306,393378,147,Chilean,‒,‒,Crisitán Andrés Romero Godoy,C. ROMERO,12/26/1963,327583,,,,,FALSE,,ROZUCAL,ロスカル,J. PELAEZ,ホアキン ペラエス,,,,,,,PES2016,PES2015
163,131235,262307,393379,144,Argentine,‒,‒,Pablo Andrés 'Vitamina' Sánchez Spucches,,1/3/1973,280954,,P. SÁNCHEZ,"パブロ サンチェス
サンチェス",,TRUE,68,,,"G. CHAURREAU
N. CASTRESANA","ジェネ チャウレアウ
ニコラス カストレサナ",赫内·乔莱劳,PES2021,,PES2019,PES2018,PES2017,PES2016,
164,131236,262308,393380,147,Chilean,‒,‒,Claudio Daniel 'Bichi' Borghi Bidos,C. BORGHI,9/28/1964,136075,,,,,UNATTESTED,,,,,,,,,,,,,
166,131238,262310,393382,144,Argentine,‒,‒,Martín Palermo,,11/7/1973,278667,,M. PALERMO,"マルティン パレルモ
パレルモ",,TRUE,70,PREITON,プライトン,J. BAYO,ハラベ バヨ,哈拉贝·巴约,PES2021,,PES2019,PES2018,PES2017,,PES2015
167,131239,262311,393383,144,Argentine,‒,‒,Jorge Luis Burruchaga,,10/9/1962,198709,,J. BURRUCHAGA,ブルチャガ,,TRUE,,,,F. SERNA,フェリックス セルナ,,,,,,PES2017,PES2016,
168,131240,262312,393384,144,Argentine,‒,‒,Ricardo Alberto Zielinski,,10/14/1959,196310,,R. ZIELINSKI,シエリンスキ,,TRUE,,ZARASEQUA,サラゼカ,,,,,,,,,,PES2015
169,131241,262313,393385,144,Argentine,‒,‒,Diego Mario Francisco Osella,,7/19/1970,172046,,D. OSELLA,"ディエゴ オゼーリャ
オゼーリャ",迭戈·奥塞利亚,TRUE,70,,,L. CORONADO,ロロ コロナド,,,PES2020,PES2019,PES2018,PES2017,PES2016,
170,131242,262314,393386,144,Argentine,‒,‒,Mauricio Andrés Pellegrino Luna,,10/5/1971,284902,,M. PELLEGRINO,"マウリシオ ペジェグリーノ
ペジェグリーノ",毛里西奥·佩莱格里诺,TRUE,77,PAGNALONI,パニャリーニ,"T. DEL CAMPO
Y. JARDI
F. ABASOLO
E. ANDUJAR","トマス デル カンポ
ヤーゴ ハルディ
フラン アバソロ
エステバン アンドゥヤル",托马斯·德尔坎波,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
171,131243,262315,393387,144,Argentine,‒,‒,Pedro Antonio Troglio,,7/28/1965,20679,,P. TROGLIO,"ペドロ トローリオ
トローリオ",,TRUE,69,TORAMPULA,トランプラ,E. DE NEBRA,エウヘニョ デ ネブラ,,,,PES2019,,PES2017,PES2016,PES2015
172,131244,262316,393388,144,Argentine,‒,‒,Jorge Francisco Almirón Quintana,,6/19/1971,283048,,"J. ALMIRÓN
J. ALMIRON","ホルヘ アルミロン
アルミロン",,TRUE,68,,,"H. CEREROLS
Q. RIENDA","イラリオ セレロールス
キケ リエンダ",伊拉里奥·塞莱罗尔斯,PES2021,,PES2019,PES2018,PES2017,PES2016,PES2015
173,131245,262317,393389,208,French,‒,‒,René Girard,R. GIRARD,4/4/1954,105905,,,,,FALSE,75,GEROELOU,ジェロール,"F. HESNAULT
L. MALENCON","フレデリック エスノー
リリアン マランソン",弗雷德里克·埃诺,PES2021,PES2020,,,PES2017,PES2016,PES2015
174,131246,262318,393390,204,English,‒,‒,Alan Scott Pardew,A. PARDEW,7/18/1961,121739,,,,,FALSE,71,PEANARD,ピーナード,"I. MELVILLE
R. LODER
G. WALLINGER
J. GATTY","イアン メルヴィル
ロリー ローダー
ジョージー ウォリンジャー
ジョニー ガッティ",伊恩·梅尔维尔,,PES2020,,PES2018,PES2017,PES2016,PES2015
175,131247,262319,393391,210,German,‒,‒,Uwe Rösler,,11/15/1968,199634,,U. RÖSLER,ウーヴェ レスラー,,TRUE,68,REISLER,ライスラー,D. KINDLMANN,ダンクマール キンドルマン,,,,PES2019,,,PES2016,PES2015
